rank,person_name,gender,age,country,iso3,wb_country_name,state,city,net_worth_usd_m,net_worth_usd,source_of_wealth,industries,primary_industry,self_made,wealth_gdp_ratio_pct,wealth_per_citizen_usd,wealth_country_share_pct,sector_dominance_score,gdp_usd,population,gdp_year,forbes_uri,scrape_timestamp,birth_year
991,Antonio Gracias,M,55.0,United States,USA,United States,Illinois,Chicago,4220.11,4220110000.0,Investments,Finance & Investments,Finance & Investments,True,0.014678,12.408,0.0506,23.35,28750956130731.2,340110988.0,2024.0,antonio-gracias,2026-04-10 21:32 UTC,1970.0
992,Penny Pritzker,F,66.0,United States,USA,United States,Illinois,Chicago,4218.6,4218605000.0,"Hotels, investments",Finance & Investments,Finance & Investments,False,0.014673,12.4036,0.0506,23.35,28750956130731.2,340110988.0,2024.0,penny-pritzker,2026-04-10 21:32 UTC,1959.0
993,Richard Schulze,M,85.0,United States,USA,United States,Florida,Naples,4215.33,4215329000.0,Best Buy,Fashion & Retail,Fashion & Retail,True,0.014662,12.394,0.0505,23.35,28750956130731.2,340110988.0,2024.0,richard-schulze,2026-04-10 21:32 UTC,1941.0
994,Ravi Pillai,M,72.0,India,IND,India,,Dubai,4214.02,4214024000.0,Construction,Construction & Engineering,Construction & Engineering,True,0.107779,2.9043,0.4258,12.2,3909891533858.08,1450935791.0,2024.0,ravi-pillai,2026-04-10 21:32 UTC,1953.0
995,Jose Roberto Marinho,M,70.0,Brazil,BRA,Brazil,,Rio de Janeiro,4210.71,4210711000.0,Media,Media & Entertainment,Media & Entertainment,False,0.192637,19.862,1.588,15.12,2185821648943.86,211998573.0,2024.0,jose-roberto-marinho,2026-04-10 21:32 UTC,1955.0
996,John Caudwell,M,73.0,United Kingdom,GBR,United Kingdom,,Stoke-on-Trent,4209.44,4209444000.0,Mobile phones,Telecom,Telecom,True,0.1142,60.8073,1.557,16.65,3686033044482.13,69226000.0,2024.0,john-caudwell,2026-04-10 21:32 UTC,1952.0
997,Joao Roberto Marinho,M,72.0,Brazil,BRA,Brazil,,Rio de Janeiro,4209.31,4209311000.0,Media,Media & Entertainment,Media & Entertainment,False,0.192573,19.8554,1.5875,15.12,2185821648943.86,211998573.0,2024.0,joao-roberto-marinho,2026-04-10 21:32 UTC,1953.0
998,Du Jiangtao & family,M,56.0,China,CHN,China,Beijing,Beijing,4198.96,4198960000.0,Chemicals,Manufacturing,Manufacturing,True,0.022402,2.9802,0.1967,15.26,18743803170827.2,1408975000.0,2024.0,du-jiangtao,2026-04-10 21:32 UTC,1969.0
999,Fu Liquan,M,58.0,China,CHN,China,Zhejiang,Hangzhou,4197.01,4197009000.0,Surveillance equipment,Technology,Technology,True,0.022391,2.9788,0.1966,15.26,18743803170827.2,1408975000.0,2024.0,fu-liquan,2026-04-10 21:32 UTC,1967.0
1000,Maurizio Billi,M,68.0,Brazil,BRA,Brazil,,Sao Paulo,4196.46,4196459000.0,Generic drugs,Healthcare,Healthcare,False,0.191985,19.7948,1.5827,15.12,2185821648943.86,211998573.0,2024.0,maurizio-billi,2026-04-10 21:32 UTC,1957.0
1001,Rodger Riney & family,M,80.0,United States,USA,United States,Missouri,St. Louis,4196.45,4196449000.0,Discount brokerage,Finance & Investments,Finance & Investments,True,0.014596,12.3385,0.0503,23.35,28750956130731.2,340110988.0,2024.0,rodger-riney,2026-04-10 21:32 UTC,1946.0
1002,Lin Chen-hai,M,79.0,Taiwan,TWN,Taiwan,,Taipei,4192.78,4192776000.0,Real estate,Real Estate,Real Estate,True,0.554112,177.8786,1.7519,20.46,756666000000.0,23571000.0,2023.0,lin-chen-hai,2026-04-10 21:32 UTC,1947.0
1003,Samuel Tak Lee,M,87.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,4192.06,4192061000.0,Real estate,Real Estate,Real Estate,False,1.030336,557.1512,0.992,16.36,406863396487.342,7524100.0,2024.0,samuel-tak-lee,2026-04-10 21:32 UTC,1939.0
1004,Hubert Burda,M,86.0,Germany,DEU,Germany,,Munich,4187.89,4187894000.0,Publishing,Media & Entertainment,Media & Entertainment,False,0.089378,50.1445,0.4248,14.32,4685592577804.69,83516593.0,2024.0,hubert-burda,2026-04-10 21:32 UTC,1940.0
1005,Yang Steven Meng,M,43.0,China,CHN,China,Hunan,Changsha,4183.87,4183872000.0,Electronics,Technology,Technology,True,0.022321,2.9694,0.196,15.26,18743803170827.2,1408975000.0,2024.0,yang-steven-meng,2026-04-10 21:32 UTC,1982.0
1006,David MacNeil,M,67.0,United States,USA,United States,Florida,Fort Lauderdale,4183.53,4183529000.0,Automobile accessories,Manufacturing,Manufacturing,True,0.014551,12.3005,0.0501,23.35,28750956130731.2,340110988.0,2024.0,david-macneil,2026-04-10 21:32 UTC,1959.0
1007,Baiju Bhatt,M,41.0,United States,USA,United States,California,Palo Alto,4182.52,4182517000.0,Stock trading app,Finance & Investments,Finance & Investments,True,0.014547,12.2975,0.0501,23.35,28750956130731.2,340110988.0,2024.0,baiju-bhatt,2026-04-10 21:32 UTC,1985.0
1008,Alexandre Van Damme,M,63.0,Belgium,BEL,Belgium,,Chesereux,4180.3,4180296000.0,ABInBev,Food & Beverage,Food & Beverage,False,0.622652,352.5115,7.9825,16.66,671370081636.406,11858610.0,2024.0,alexandre-van-damme,2026-04-10 21:32 UTC,1962.0
1009,Abdulla bin Ahmad Al Ghurair & family,M,97.0,United Arab Emirates,ARE,United Arab Emirates,,Dubai,4174.64,4174641000.0,Diversified,Diversified,Diversified,False,0.755831,379.9826,10.0855,37.78,552324846834.581,10986400.0,2024.0,abdulla-bin-ahmad-al-ghurair,2026-04-10 21:32 UTC,1929.0
1010,Daniel Och,M,65.0,United States,USA,United States,Florida,Miami Beach,4170.0,4170000000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.014504,12.2607,0.05,23.35,28750956130731.2,340110988.0,2024.0,daniel-och,2026-04-10 21:32 UTC,1961.0
1011,Olivier Bouygues,M,75.0,France,FRA,France,,Neuilly-sur-Seine,4167.42,4167416000.0,"Construction, media",Construction & Engineering,Construction & Engineering,False,0.131862,60.7923,0.7044,39.58,3160442622465.08,68551653.0,2024.0,olivier-bouygues,2026-04-10 21:32 UTC,1950.0
1012,Agoes Projosasmito,M,70.0,Indonesia,IDN,Indonesia,,Jakarta,4164.56,4164560000.0,"Mining, investment",Metals & Mining,Metals & Mining,True,0.298257,14.6904,2.4488,21.42,1396300098190.97,283487931.0,2024.0,agoes-projosasmito,2026-04-10 21:32 UTC,1955.0
1013,Yang Weidong & family,M,57.0,China,CHN,China,Zhejiang,Jiaxing,4163.88,4163875000.0,Chemicals,Manufacturing,Manufacturing,True,0.022215,2.9553,0.1951,15.26,18743803170827.2,1408975000.0,2024.0,yang-weidong-1,2026-04-10 21:32 UTC,1968.0
1014,Luo Liguo & family,M,70.0,China,CHN,China,Zhejiang,Ningbo,4163.51,4163511000.0,Chemicals,Manufacturing,Manufacturing,True,0.022213,2.955,0.195,15.26,18743803170827.2,1408975000.0,2024.0,luo-liguo,2026-04-10 21:32 UTC,1956.0
1015,Hu Kaijun,M,64.0,China,CHN,China,Beijing,Beijing,4160.95,4160947000.0,Pharmaceuticals,Healthcare,Healthcare,True,0.022199,2.9532,0.1949,15.26,18743803170827.2,1408975000.0,2024.0,hu-kaijun,2026-04-10 21:32 UTC,1962.0
1016,Cai Kui,M,63.0,China,CHN,China,Sichuan,Chengdu,4155.11,4155113000.0,Real estate,Real Estate,Real Estate,True,0.022168,2.949,0.1946,15.26,18743803170827.2,1408975000.0,2024.0,cai-kui,2026-04-10 21:32 UTC,1963.0
1017,Giuliana Benetton,F,88.0,Italy,ITA,Italy,,Treviso,4153.71,4153710000.0,"Fashion retail, investments",Fashion & Retail,Fashion & Retail,True,0.174465,70.4583,0.8963,23.97,2380825077243.59,58952704.0,2024.0,giuliana-benetton,2026-04-10 21:32 UTC,1937.0
1017,Luciano Benetton,M,90.0,Italy,ITA,Italy,,Ponzano Veneto,4153.71,4153710000.0,"Fashion retail, investments",Fashion & Retail,Fashion & Retail,True,0.174465,70.4583,0.8963,23.97,2380825077243.59,58952704.0,2024.0,luciano-benetton,2026-04-10 21:32 UTC,1935.0
1019,David Rubenstein,M,76.0,United States,USA,United States,Maryland,Bethesda,4153.43,4153428000.0,Private equity,Finance & Investments,Finance & Investments,True,0.014446,12.212,0.0498,23.35,28750956130731.2,340110988.0,2024.0,david-rubenstein,2026-04-10 21:32 UTC,1949.0
1020,Roger Samuelsson,M,62.0,Sweden,SWE,Sweden,,Oberägeri,4141.14,4141144000.0,Drug delivery devices,Healthcare,Healthcare,True,0.685943,391.7936,1.8811,14.16,603715224265.798,10569709.0,2024.0,roger-samuelsson,2026-04-10 21:32 UTC,1963.0
1021,Adi Godrej,M,84.0,India,IND,India,,Mumbai,4139.48,4139482000.0,Consumer goods,Diversified,Diversified,False,0.105872,2.853,0.4183,12.2,3909891533858.08,1450935791.0,2024.0,adi-godrej,2026-04-10 21:32 UTC,1942.0
1022,Lam Wai-ying,F,68.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,4137.06,4137064000.0,Smartphone screens,Manufacturing,Manufacturing,True,1.016819,549.8417,0.979,16.36,406863396487.342,7524100.0,2024.0,lam-wai-ying,2026-04-10 21:32 UTC,1958.0
1023,Tung Chee Chen,M,83.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,4130.96,4130956000.0,Shipping,Logistics,Logistics,False,1.015318,549.0299,0.9775,16.36,406863396487.342,7524100.0,2024.0,tung-chee-chen,2026-04-10 21:32 UTC,1942.0
1024,Robert Johnson & family,M,79.0,United States,USA,United States,Florida,Palm Beach,4130.91,4130915000.0,"Johnson & Johnson, New York Jets",Sports,Sports,False,0.014368,12.1458,0.0495,23.35,28750956130731.2,340110988.0,2024.0,robert-johnson-3,2026-04-10 21:32 UTC,1947.0
1025,Song Zuowen,M,79.0,China,CHN,China,Shandong,Longkou,4128.69,4128694000.0,"Aluminum, diversified",Diversified,Diversified,True,0.022027,2.9303,0.1934,15.26,18743803170827.2,1408975000.0,2024.0,song-zuowen,2026-04-10 21:32 UTC,1947.0
1026,Mahendra Choksi & family,M,85.0,India,IND,India,,Mumbai,4112.09,4112088000.0,Paints,Manufacturing,Manufacturing,False,0.105171,2.8341,0.4155,12.2,3909891533858.08,1450935791.0,2024.0,mahendra-choksi,2026-04-10 21:32 UTC,1941.0
1027,Lin Jianhua,M,63.0,China,CHN,China,Zhejiang,Hangzhou,4108.83,4108830000.0,Solar panel components,Manufacturing,Manufacturing,True,0.021921,2.9162,0.1925,15.26,18743803170827.2,1408975000.0,2024.0,lin-jianhua,2026-04-10 21:32 UTC,1962.0
1028,Niels Peter Louis-Hansen,M,78.0,Denmark,DNK,Denmark,,Humlebaek,4103.98,4103985000.0,Medical devices,Healthcare,Healthcare,False,0.966725,686.6305,7.269,46.39,424524722037.047,5976992.0,2024.0,niels-peter-louis-hansen,2026-04-10 21:32 UTC,1947.0
1029,Todd Christopher,M,63.0,United States,USA,United States,Florida,Clearwater,4100.0,4100000000.0,Hair care products,Fashion & Retail,Fashion & Retail,True,0.01426,12.0549,0.0491,23.35,28750956130731.2,340110988.0,2024.0,todd-christopher,2026-04-10 21:32 UTC,1962.0
1030,Otto Happel,M,78.0,Germany,DEU,Germany,,Luzerne,4097.86,4097865000.0,Engineering,Construction & Engineering,Construction & Engineering,False,0.087457,49.0665,0.4157,14.32,4685592577804.69,83516593.0,2024.0,otto-happel,2026-04-10 21:32 UTC,1948.0
1031,Lee Yeow Seng,M,48.0,Malaysia,MYS,Malaysia,,Putrajaya,4097.85,4097849000.0,"Palm oil, property",Real Estate,Real Estate,False,0.970532,115.2451,5.3224,17.96,422227005428.688,35557673.0,2024.0,lee-yeow-seng,2026-04-10 21:32 UTC,1978.0
1032,William Conway Jr,M,76.0,United States,USA,United States,Virginia,McLean,4092.65,4092653000.0,Private equity,Finance & Investments,Finance & Investments,True,0.014235,12.0333,0.0491,23.35,28750956130731.2,340110988.0,2024.0,william-conway-jr,2026-04-10 21:32 UTC,1949.0
1033,Paul Gauselmann & family,M,91.0,Germany,DEU,Germany,,Espelkamp,4088.57,4088572000.0,Gambling,Gambling & Casinos,Gambling & Casinos,True,0.087258,48.9552,0.4147,14.32,4685592577804.69,83516593.0,2024.0,paul-gauselmann,2026-04-10 21:32 UTC,1934.0
1034,Michael Saylor,M,61.0,United States,USA,United States,Florida,Miami,4088.22,4088217000.0,Cryptocurrency,Technology,Technology,True,0.014219,12.0202,0.049,23.35,28750956130731.2,340110988.0,2024.0,michael-saylor,2026-04-10 21:32 UTC,1965.0
1035,Yakir Gabay,M,60.0,Cyprus,CYP,Cyprus,,London,4087.02,4087017000.0,Real estate,Real Estate,Real Estate,True,10.859752,3008.9606,7.3041,30.33,37634533331.8902,1358282.0,2024.0,yakir-gabay,2026-04-10 21:32 UTC,1966.0
1036,Ugur Sahin,M,60.0,Germany,DEU,Germany,,Mainz,4085.46,4085462000.0,Biotechnology,Healthcare,Healthcare,True,0.087192,48.918,0.4144,14.32,4685592577804.69,83516593.0,2024.0,ugur-sahin,2026-04-10 21:32 UTC,1965.0
1037,Daniel Mate,M,62.0,Spain,ESP,Spain,,Kanton Schwyz,4084.55,4084545000.0,"Mining, commodities",Metals & Mining,Metals & Mining,True,0.236693,83.616,1.5103,44.35,1725671652742.19,48848840.0,2024.0,daniel-mate,2026-04-10 21:32 UTC,1963.0
1038,Samvel Karapetyan,M,60.0,Russia,RUS,Russian Federation,,Moscow,4079.06,4079058000.0,Real estate,Construction & Engineering,Construction & Engineering,True,0.187643,28.4188,0.6244,17.19,2173835806671.66,143533851.0,2024.0,samvel-karapetyan,2026-04-10 21:32 UTC,1965.0
1039,Charles Zegar,M,78.0,United States,USA,United States,New York,New York,4075.0,4075000000.0,Bloomberg LP,Finance & Investments,Finance & Investments,True,0.014173,11.9814,0.0488,23.35,28750956130731.2,340110988.0,2024.0,charles-zegar,2026-04-10 21:32 UTC,1948.0
1040,Bob Parsons,M,75.0,United States,USA,United States,Arizona,Scottsdale,4073.0,4073000000.0,Web hosting,Technology,Technology,True,0.014166,11.9755,0.0488,23.35,28750956130731.2,340110988.0,2024.0,bob-parsons,2026-04-10 21:32 UTC,1950.0
1041,Han Arming Hanafia,M,69.0,Indonesia,IDN,Indonesia,,Bogor,4070.72,4070720000.0,Data centers,Technology,Technology,True,0.291536,14.3594,2.3936,21.42,1396300098190.97,283487931.0,2024.0,han-arming-hanafia,2026-04-10 21:32 UTC,1956.0
1042,Paul-Heinz Wesjohann & family,M,82.0,Germany,DEU,Germany,,Rechterfeld,4069.88,4069876000.0,Chicken processing,Food & Beverage,Food & Beverage,True,0.086859,48.7313,0.4128,14.32,4685592577804.69,83516593.0,2024.0,paul-heinz-wesjohann,2026-04-10 21:32 UTC,1943.0
1043,Miguel Fluxa Rossello,M,87.0,Spain,ESP,Spain,,Esporles,4069.72,4069725000.0,Hotels,Service,Service,False,0.235834,83.3126,1.5048,44.35,1725671652742.19,48848840.0,2024.0,miguel-fluxa-rossello,2026-04-10 21:32 UTC,1938.0
1044,Dong Zengping,M,,China,CHN,China,Shanghai,Shanghai,4068.45,4068452000.0,Electronics,Manufacturing,Manufacturing,True,0.021706,2.8875,0.1906,15.26,18743803170827.2,1408975000.0,2024.0,dong-zengping,2026-04-10 21:32 UTC,
1045,Ivar Tollefsen,M,64.0,Norway,NOR,Norway,,Oslo,4066.41,4066415000.0,Real estate,Real Estate,Real Estate,True,0.840876,729.758,5.1687,17.74,483592648313.301,5572279.0,2024.0,ivar-tollefsen,2026-04-10 21:32 UTC,1961.0
1046,Ji Qi,M,59.0,Singapore,SGP,Singapore,,Singapore,4055.37,4055369000.0,"Hotels, motels",Real Estate,Real Estate,True,0.74086,671.7679,2.7477,16.83,547386645891.847,6036860.0,2024.0,ji-qi,2026-04-10 21:32 UTC,1966.0
1047,Gil Shwed,M,57.0,Israel,ISR,Israel,,Tel Aviv,4049.04,4049041000.0,Software,Technology,Technology,True,0.749295,405.9433,1.7682,17.07,540379921261.681,9974400.0,2024.0,gil-shwed,2026-04-10 21:32 UTC,1968.0
1048,John Paulson,M,70.0,United States,USA,United States,New York,New York,4048.0,4048000000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.01408,11.902,0.0485,23.35,28750956130731.2,340110988.0,2024.0,john-paulson,2026-04-10 21:32 UTC,1955.0
1049,David Blitzer,M,56.0,United States,USA,United States,New York,New York,4042.0,4042000000.0,Sports,Sports,Sports,True,0.014059,11.8844,0.0484,23.35,28750956130731.2,340110988.0,2024.0,david-blitzer,2026-04-10 21:32 UTC,1969.0
1050,Kailashchandra Nuwal,M,68.0,India,IND,India,,Nagpur,4036.58,4036579000.0,Industrial explosives,Manufacturing,Manufacturing,False,0.10324,2.7821,0.4079,12.2,3909891533858.08,1450935791.0,2024.0,kailashchandra-nuwal,2026-04-10 21:32 UTC,1957.0
1051,Norman Braman,M,93.0,United States,USA,United States,Florida,Miami,4035.66,4035661000.0,"Art, car dealerships",Automotive,Automotive,True,0.014037,11.8657,0.0484,23.35,28750956130731.2,340110988.0,2024.0,norman-braman,2026-04-10 21:32 UTC,1932.0
1052,N.R. Narayana Murthy,M,79.0,India,IND,India,,Bangalore,4032.53,4032534000.0,Software services,Technology,Technology,True,0.103137,2.7793,0.4075,12.2,3909891533858.08,1450935791.0,2024.0,nr-narayana-murthy,2026-04-10 21:32 UTC,1946.0
1053,Mohamed Mansour,M,78.0,Egypt,EGY,"Egypt, Arab Rep.",,London,4031.11,4031113000.0,Diversified,Diversified,Diversified,True,1.036116,34.5905,17.2789,31.17,389059911003.566,116538258.0,2024.0,mohamed-mansour,2026-04-10 21:32 UTC,1948.0
1054,Li Liangbin,M,58.0,China,CHN,China,Jiangxi,Xinyu,4030.38,4030381000.0,Lithium,Manufacturing,Manufacturing,True,0.021502,2.8605,0.1888,15.26,18743803170827.2,1408975000.0,2024.0,li-liangbin,2026-04-10 21:32 UTC,1967.0
1055,Jim Davis,M,66.0,United States,USA,United States,Maryland,Cockeysville,4015.22,4015225000.0,Staffing & recruiting,Service,Service,True,0.013966,11.8056,0.0481,23.35,28750956130731.2,340110988.0,2024.0,jim-davis-1,2026-04-10 21:32 UTC,1960.0
1056,Angelo Koo,M,60.0,Taiwan,TWN,Taiwan,,Taipei,4001.96,4001956000.0,Finance,Finance & Investments,Finance & Investments,False,0.528893,169.783,1.6722,20.46,756666000000.0,23571000.0,2023.0,angelo-koo,2026-04-10 21:32 UTC,1965.0
1057,David Nahmad,M,79.0,Monaco,MCO,Monaco,,Monaco,4000.0,4000000000.0,Art collection,Fashion & Retail,Fashion & Retail,True,35.952525,103543.7861,38.8086,100.0,11125783372.4794,38631.0,2024.0,david-nahmad,2026-04-10 21:32 UTC,1947.0
1057,Jack Link & family,M,80.0,United States,USA,United States,Wisconsin,Minong,4000.0,4000000000.0,Jack Link's meat snacks,Food & Beverage,Food & Beverage,True,0.013913,11.7609,0.0479,23.35,28750956130731.2,340110988.0,2024.0,jack-link,2026-04-10 21:32 UTC,1946.0
1057,Sunny Varkey,M,69.0,India,IND,India,,Dubai,4000.0,4000000000.0,Education,Service,Service,False,0.102305,2.7568,0.4042,12.2,3909891533858.08,1450935791.0,2024.0,sunny-varkey,2026-04-10 21:32 UTC,1957.0
1060,Clive Palmer,M,72.0,Australia,AUS,Australia,,Brisbane,3998.67,3998673000.0,Mining,Metals & Mining,Metals & Mining,True,0.227582,147.0273,1.6793,16.13,1757022451652.83,27196812.0,2024.0,clive-palmer,2026-04-10 21:32 UTC,1954.0
1061,Brian Venturo,M,41.0,United States,USA,United States,New Jersey,Cedar Grove,3998.62,3998618000.0,Technology,Technology,Technology,True,0.013908,11.7568,0.0479,23.35,28750956130731.2,340110988.0,2024.0,brian-venturo,2026-04-10 21:32 UTC,1984.0
1062,Otto Philipp Braun,M,48.0,Germany,DEU,Germany,,Melsungen,3996.26,3996261000.0,Medical technology,Healthcare,Healthcare,False,0.085288,47.8499,0.4054,14.32,4685592577804.69,83516593.0,2024.0,otto-philipp-braun,2026-04-10 21:32 UTC,1978.0
1063,Neal Aronson,M,61.0,United States,USA,United States,Georgia,Atlanta,3996.2,3996200000.0,Private equity,Finance & Investments,Finance & Investments,True,0.013899,11.7497,0.0479,23.35,28750956130731.2,340110988.0,2024.0,neal-aronson,2026-04-10 21:32 UTC,1965.0
1064,Patrick Lee,M,84.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3990.3,3990304000.0,Paper,Manufacturing,Manufacturing,True,0.980748,530.3364,0.9443,16.36,406863396487.342,7524100.0,2024.0,patrick-lee,2026-04-10 21:32 UTC,1942.0
1065,Jim Coulter,M,66.0,United States,USA,United States,California,San Francisco,3990.21,3990206000.0,Private equity,Finance & Investments,Finance & Investments,True,0.013879,11.7321,0.0478,23.35,28750956130731.2,340110988.0,2024.0,jim-coulter,2026-04-10 21:32 UTC,1959.0
1066,Fang Wei,M,52.0,China,CHN,China,Beijing,Beijing,3988.13,3988131000.0,Steel,Manufacturing,Manufacturing,True,0.021277,2.8305,0.1868,15.26,18743803170827.2,1408975000.0,2024.0,fang-wei,2026-04-10 21:32 UTC,1973.0
1067,Julio Ponce Lerou,M,80.0,Chile,CHL,Chile,,Santiago,3987.24,3987239000.0,Fertilizer,Metals & Mining,Metals & Mining,True,1.207277,201.7346,5.9819,64.24,330267137371.592,19764771.0,2024.0,julio-ponce-lerou,2026-04-10 21:32 UTC,1945.0
1068,Marc Lore,M,54.0,United States,USA,United States,New York,New York City,3979.39,3979390000.0,Jet.com,Technology,Technology,True,0.013841,11.7003,0.0477,23.35,28750956130731.2,340110988.0,2024.0,marc-lore,2026-04-10 21:32 UTC,1971.0
1069,Wang Junmin,M,57.0,China,CHN,China,Sichuan,Chengdu,3979.38,3979383000.0,Pharmaceuticals,Healthcare,Healthcare,True,0.02123,2.8243,0.1864,15.26,18743803170827.2,1408975000.0,2024.0,wang-junmin,2026-04-10 21:32 UTC,1968.0
1070,Norbert Dentressangle & family,M,71.0,France,FRA,France,,Lyon,3975.47,3975471000.0,"Transport, logistics",Logistics,Logistics,True,0.125788,57.9923,0.6719,39.58,3160442622465.08,68551653.0,2024.0,norbert-dentressangle,2026-04-10 21:32 UTC,1954.0
1071,Nirmal Minda,M,68.0,India,IND,India,,Gurgaon,3974.3,3974298000.0,Auto parts,Automotive,Automotive,False,0.101647,2.7391,0.4016,12.2,3909891533858.08,1450935791.0,2024.0,nirmal-minda,2026-04-10 21:32 UTC,1957.0
1072,Cui Genliang,M,67.0,China,CHN,China,Jiangsu,Suzhou,3973.63,3973627000.0,electric components,Manufacturing,Manufacturing,True,0.0212,2.8202,0.1861,15.26,18743803170827.2,1408975000.0,2024.0,cui-genliang,2026-04-10 21:32 UTC,1958.0
1073,Patrice Motsepe,M,64.0,South Africa,ZAF,South Africa,,Johannesburg,3967.44,3967436000.0,Mining,Metals & Mining,Metals & Mining,True,0.989028,61.9842,9.2889,30.37,401144998373.585,64007187.0,2024.0,patrice-motsepe,2026-04-10 21:32 UTC,1962.0
1074,Nguyen Thi Phuong Thao,F,55.0,Vietnam,VNM,Viet Nam,,Ho Chi Minh City,3965.9,3965898000.0,Airlines,Diversified,Diversified,True,0.832493,39.2711,9.5481,68.92,476388230307.175,100987686.0,2024.0,nguyen-thi-phuong-thao,2026-04-10 21:32 UTC,1970.0
1075,Alberto Siccardi & family,M,82.0,Switzerland,CHE,Switzerland,,Lugano,3960.44,3960438000.0,Medical devices,Healthcare,Healthcare,False,0.422869,439.7759,1.4474,19.52,936564198048.516,9005582.0,2024.0,alberto-siccardi,2026-04-10 21:32 UTC,1944.0
1076,Patrizio Vinciarelli,M,79.0,United States,USA,United States,Massachusetts,Boston,3958.74,3958744000.0,electronic components,Technology,Technology,True,0.013769,11.6396,0.0475,23.35,28750956130731.2,340110988.0,2024.0,patrizio-vinciarelli,2026-04-10 21:32 UTC,1946.0
1077,Wu Kai,M,58.0,China,CHN,China,Fujian,Ningde,3956.83,3956834000.0,Batteries,Energy,Energy,True,0.02111,2.8083,0.1854,15.26,18743803170827.2,1408975000.0,2024.0,wu-kai,2026-04-10 21:32 UTC,1968.0
1078,Shi Yuzhu,M,63.0,China,CHN,China,Shanghai,Shanghai,3953.43,3953432000.0,"Online games, investments",Diversified,Diversified,True,0.021092,2.8059,0.1852,15.26,18743803170827.2,1408975000.0,2024.0,shi-yuzhu,2026-04-10 21:32 UTC,1962.0
1079,Reinold Geiger,M,78.0,Austria,AUT,Austria,,Geneva,3947.07,3947067000.0,Beauty products,Fashion & Retail,Fashion & Retail,True,0.738058,430.0583,5.0038,37.0,534790720466.822,9177982.0,2024.0,reinold-geiger,2026-04-10 21:32 UTC,1947.0
1080,Edward DeBartolo Jr,M,79.0,United States,USA,United States,Florida,Tampa,3947.05,3947051000.0,Shopping centers,Real Estate,Real Estate,False,0.013728,11.6052,0.0473,23.35,28750956130731.2,340110988.0,2024.0,edward-debartolo-jr,2026-04-10 21:32 UTC,1946.0
1081,Stewart Horejsi & family,M,88.0,United States,USA,United States,Arizona,Phoenix,3944.15,3944149000.0,Berkshire Hathaway,Finance & Investments,Finance & Investments,True,0.013718,11.5967,0.0473,23.35,28750956130731.2,340110988.0,2024.0,stewart-horejsi,2026-04-10 21:32 UTC,1937.0
1082,Catharina Claas-Muhlhauser,F,50.0,Germany,DEU,Germany,,Frankfurt,3943.68,3943678000.0,Agricultural Machinery,Manufacturing,Manufacturing,False,0.084166,47.2203,0.4,14.32,4685592577804.69,83516593.0,2024.0,catharina-claas-muhlhauser,2026-04-10 21:32 UTC,1975.0
1083,Thomas Siebel,M,73.0,United States,USA,United States,California,Woodside,3937.06,3937056000.0,Business software,Technology,Technology,True,0.013694,11.5758,0.0472,23.35,28750956130731.2,340110988.0,2024.0,thomas-siebel,2026-04-10 21:32 UTC,1952.0
1084,Zhang Wanzhen,M,76.0,China,CHN,China,Guangdong,Chaozhou,3932.94,3932936000.0,Electronics components,Manufacturing,Manufacturing,True,0.020983,2.7913,0.1842,15.26,18743803170827.2,1408975000.0,2024.0,zhang-wanzhen,2026-04-10 21:32 UTC,1949.0
1085,David Wertheim,M,68.0,Israel,ISR,Israel,,Ramat Hasharon,3931.46,3931463000.0,Coca-Cola Israel,Food & Beverage,Food & Beverage,False,0.727537,394.1553,1.7168,17.07,540379921261.681,9974400.0,2024.0,david-wertheim,2026-04-10 21:32 UTC,1958.0
1086,Ray Davis,M,84.0,United States,USA,United States,Texas,Dallas,3925.39,3925388000.0,Pipelines,Energy,Energy,True,0.013653,11.5415,0.0471,23.35,28750956130731.2,340110988.0,2024.0,ray-davis,2026-04-10 21:32 UTC,1941.0
1087,Harsh Mariwala,M,74.0,India,IND,India,,Mumbai,3922.25,3922246000.0,Consumer goods,Food & Beverage,Food & Beverage,False,0.100316,2.7033,0.3963,12.2,3909891533858.08,1450935791.0,2024.0,harsh-mariwala,2026-04-10 21:32 UTC,1951.0
1088,Richard White,M,71.0,Australia,AUS,Australia,,Sydney,3916.93,3916930000.0,Software,Technology,Technology,True,0.22293,144.0217,1.645,16.13,1757022451652.83,27196812.0,2024.0,richard-white,2026-04-10 21:32 UTC,1955.0
1089,Jed McCaleb,M,51.0,United States,USA,United States,California,Berkeley,3909.0,3909000000.0,Cryptocurrency,Finance & Investments,Finance & Investments,True,0.013596,11.4933,0.0469,23.35,28750956130731.2,340110988.0,2024.0,jed-mccaleb,2026-04-10 21:32 UTC,1975.0
